record_id,movie_id,year,title_zh_cn,title_ja,category,language,evidence_type,source,download_provider,creator,original_pack,original_path,original_filename,archive_member_filename,archive_member_name_raw,organized_path,organized_filename,extension,size_bytes,sha256_before,sha256_after,byte_identical,classification_confidence,classification_reason,cue_count,encoding_observed,header_title,notes
EV0039,M03,1982,大雄的大魔境,のび太の大魔境,02_ZH_JP_AUDIO,zh-CN,jp-audio,WOWOWCN,Unknown,Unknown,P02：老 25 部 WOWOW 对轴简中 哆啦A梦大山版剧场版（匹配WOWOW高清版）.rar,03[1982]大雄在大魔境.ass,03[1982]大雄在大魔境.ass,03[1982]大雄在大魔境.ass,03[1982]大雄在大魔境.ass,M03_1982_大雄的大魔境/02_ZH_JP_AUDIO/M03.1982.zh-CN.jp-audio.WOWOWCN.Unknown.ass,M03.1982.zh-CN.jp-audio.WOWOWCN.Unknown.ass,.ass,95492,b510aedd77306fdee6227910411981b51ae45cab424b86276228728f54214bf4,b510aedd77306fdee6227910411981b51ae45cab424b86276228728f54214bf4,True,high,Pack name and included note explicitly state these are Simplified Chinese subtitles retimed to match the WOWOW HD Japanese-source releases; movie index/year are explicit in each filename.,1189,GB18030,,source=WOWOWCN denotes WOWOW-aligned Chinese evidence (not a claim that WOWOW authored the Chinese translation). creator records the ASS Original Script credit; the timing-adapter identity is not stated in the source pack.
EV0067,M03,1982,大雄的大魔境,のび太の大魔境,02_ZH_JP_AUDIO,zh-TW,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,03[1982]大雄在大魔境/03[1982]大雄在大魔境.tc.ass,03[1982]大雄在大魔境.tc.ass,03[1982]大雄在大魔境.tc.ass,03[1982]┤≤╨█╘┌┤≤─º╛│/03[1982]┤≤╨█╘┌┤≤─º╛│.tc.ass,M03_1982_大雄的大魔境/02_ZH_JP_AUDIO/M03.1982.zh-TW.jp-audio.Fansub.漫游字幕组.ass,M03.1982.zh-TW.jp-audio.Fansub.漫游字幕组.ass,.ass,99993,68b40b03266596944e255dfd7db93a557e5d38daf3c98b0b42f070895816af90,68b40b03266596944e255dfd7db93a557e5d38daf3c98b0b42f070895816af90,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1189,UTF-8-SIG,[1982]大雄在大魔境,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0020,M04,1983,大雄的海底鬼岩城,のび太の海底鬼岩城,01_JA_SOURCE,ja-JP,source,WOWOW,Unknown,Conan06,P01：老 25 部日文原字幕 WOWOW 高清版本抽出的日语字幕，覆盖 1980–2004 全 25 部.zip,[Conan06] Eiga Doraemon - 04 Nobita no Kaitei Kiganjou (1983) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 04 Nobita no Kaitei Kiganjou (1983) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 04 Nobita no Kaitei Kiganjou (1983) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 04 Nobita no Kaitei Kiganjou (1983) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,M04_1983_大雄的海底鬼岩城/01_JA_SOURCE/M04.1983.ja-JP.source.WOWOW.Conan06.ass,M04.1983.ja-JP.source.WOWOW.Conan06.ass,.ass,291457,b7bdd62b05693a5a3614e9f64c5efb114cd87996e8035d4a2fca3c5b52c860fb,b7bdd62b05693a5a3614e9f64c5efb114cd87996e8035d4a2fca3c5b52c860fb,True,high,"Filename explicitly identifies Eiga Doraemon movie index/year, WOWOW release, Japanese subtitle suffix, and Conan06 release tag; index/year cross-check the stable movie catalog.",2601,UTF-8-SIG,Default Aegisub file,"Creator token follows the explicit [Conan06] release tag, consistent with the requested naming example."
EV0068,M04,1983,大雄的海底鬼岩城,のび太の海底鬼岩城,02_ZH_JP_AUDIO,zh-CN,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,04[1983]大雄在海底鬼岩城/04[1983]大雄在海底鬼岩城.sc.ass,04[1983]大雄在海底鬼岩城.sc.ass,04[1983]大雄在海底鬼岩城.sc.ass,04[1983]┤≤╨█╘┌║ú╡╫╣φ╤╥│╟/04[1983]┤≤╨█╘┌║ú╡╫╣φ╤╥│╟.sc.ass,M04_1983_大雄的海底鬼岩城/02_ZH_JP_AUDIO/M04.1983.zh-CN.jp-audio.Fansub.漫游字幕组.ass,M04.1983.zh-CN.jp-audio.Fansub.漫游字幕组.ass,.ass,141135,6178505e22860268053c1a8fe1e8d769b6f3326c5c83e2504d98cff78ecf5dc7,6178505e22860268053c1a8fe1e8d769b6f3326c5c83e2504d98cff78ecf5dc7,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1712,UTF-8-SIG,[1983]大雄在海底鬼岩城,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0040,M04,1983,大雄的海底鬼岩城,のび太の海底鬼岩城,02_ZH_JP_AUDIO,zh-CN,jp-audio,WOWOWCN,Unknown,漫游字幕组,P02：老 25 部 WOWOW 对轴简中 哆啦A梦大山版剧场版（匹配WOWOW高清版）.rar,04[1983]大雄在海底鬼岩城.ass,04[1983]大雄在海底鬼岩城.ass,04[1983]大雄在海底鬼岩城.ass,04[1983]大雄在海底鬼岩城.ass,M04_1983_大雄的海底鬼岩城/02_ZH_JP_AUDIO/M04.1983.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,M04.1983.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,.ass,139631,9ec1eefb0603f293dcb337a11520fd617b82887adf9ee051157cf8e85ffe187c,9ec1eefb0603f293dcb337a11520fd617b82887adf9ee051157cf8e85ffe187c,True,high,Pack name and included note explicitly state these are Simplified Chinese subtitles retimed to match the WOWOW HD Japanese-source releases; movie index/year are explicit in each filename.,1711,UTF-8-SIG,[1983]大雄在海底鬼岩城,source=WOWOWCN denotes WOWOW-aligned Chinese evidence (not a claim that WOWOW authored the Chinese translation). creator records the ASS Original Script credit; the timing-adapter identity is not stated in the source pack.
EV0069,M04,1983,大雄的海底鬼岩城,のび太の海底鬼岩城,02_ZH_JP_AUDIO,zh-TW,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,04[1983]大雄在海底鬼岩城/04[1983]大雄在海底鬼岩城.tc.ass,04[1983]大雄在海底鬼岩城.tc.ass,04[1983]大雄在海底鬼岩城.tc.ass,04[1983]┤≤╨█╘┌║ú╡╫╣φ╤╥│╟/04[1983]┤≤╨█╘┌║ú╡╫╣φ╤╥│╟.tc.ass,M04_1983_大雄的海底鬼岩城/02_ZH_JP_AUDIO/M04.1983.zh-TW.jp-audio.Fansub.漫游字幕组.ass,M04.1983.zh-TW.jp-audio.Fansub.漫游字幕组.ass,.ass,141135,182aa490e05f23639d4782c6516df7549c97d857a50208cbe63d2691b4377ba3,182aa490e05f23639d4782c6516df7549c97d857a50208cbe63d2691b4377ba3,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1712,UTF-8-SIG,[1983]大雄在海底鬼岩城,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0021,M05,1984,大雄的魔界大冒险,のび太の魔界大冒険,01_JA_SOURCE,ja-JP,source,WOWOW,Unknown,Conan06,P01：老 25 部日文原字幕 WOWOW 高清版本抽出的日语字幕，覆盖 1980–2004 全 25 部.zip,[Conan06] Eiga Doraemon - 05 Nobita no Makai Daibouken (1984) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 05 Nobita no Makai Daibouken (1984) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 05 Nobita no Makai Daibouken (1984) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 05 Nobita no Makai Daibouken (1984) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,M05_1984_大雄的魔界大冒险/01_JA_SOURCE/M05.1984.ja-JP.source.WOWOW.Conan06.ass,M05.1984.ja-JP.source.WOWOW.Conan06.ass,.ass,247297,139eb7b19007b15a89fd3831a5a0bfe475c1a352497e189e79c9c63bbfdc7b1c,139eb7b19007b15a89fd3831a5a0bfe475c1a352497e189e79c9c63bbfdc7b1c,True,high,"Filename explicitly identifies Eiga Doraemon movie index/year, WOWOW release, Japanese subtitle suffix, and Conan06 release tag; index/year cross-check the stable movie catalog.",2212,UTF-8-SIG,Default Aegisub file,"Creator token follows the explicit [Conan06] release tag, consistent with the requested naming example."
EV0070,M05,1984,大雄的魔界大冒险,のび太の魔界大冒険,02_ZH_JP_AUDIO,zh-CN,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,05[1984]大雄的魔界大冒险/05[1984]大雄的魔界大冒险.sc.ass,05[1984]大雄的魔界大冒险.sc.ass,05[1984]大雄的魔界大冒险.sc.ass,05[1984]┤≤╨█╡──º╜τ┤≤├░╧╒/05[1984]┤≤╨█╡──º╜τ┤≤├░╧╒.sc.ass,M05_1984_大雄的魔界大冒险/02_ZH_JP_AUDIO/M05.1984.zh-CN.jp-audio.Fansub.漫游字幕组.ass,M05.1984.zh-CN.jp-audio.Fansub.漫游字幕组.ass,.ass,122532,5044bee2ec9e2a889c0b8b52887f38ec75936fd8aeca9f41a4c4b61182b69d05,5044bee2ec9e2a889c0b8b52887f38ec75936fd8aeca9f41a4c4b61182b69d05,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1456,UTF-8-SIG,[1984]大雄的魔界大冒险,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0041,M05,1984,大雄的魔界大冒险,のび太の魔界大冒険,02_ZH_JP_AUDIO,zh-CN,jp-audio,WOWOWCN,Unknown,漫游字幕组,P02：老 25 部 WOWOW 对轴简中 哆啦A梦大山版剧场版（匹配WOWOW高清版）.rar,05[1984]大雄的魔界大冒险.ass,05[1984]大雄的魔界大冒险.ass,05[1984]大雄的魔界大冒险.ass,05[1984]大雄的魔界大冒险.ass,M05_1984_大雄的魔界大冒险/02_ZH_JP_AUDIO/M05.1984.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,M05.1984.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,.ass,122580,296b9d77dbbf23b505aca5c581a53d182bbb8e1ffb9a0e0e7e1e8ff441f766e6,296b9d77dbbf23b505aca5c581a53d182bbb8e1ffb9a0e0e7e1e8ff441f766e6,True,high,Pack name and included note explicitly state these are Simplified Chinese subtitles retimed to match the WOWOW HD Japanese-source releases; movie index/year are explicit in each filename.,1464,UTF-8-SIG,[1984]大雄的魔界大冒险,source=WOWOWCN denotes WOWOW-aligned Chinese evidence (not a claim that WOWOW authored the Chinese translation). creator records the ASS Original Script credit; the timing-adapter identity is not stated in the source pack.
EV0071,M05,1984,大雄的魔界大冒险,のび太の魔界大冒険,02_ZH_JP_AUDIO,zh-TW,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,05[1984]大雄的魔界大冒险/05[1984]大雄的魔界大冒险.tc.ass,05[1984]大雄的魔界大冒险.tc.ass,05[1984]大雄的魔界大冒险.tc.ass,05[1984]┤≤╨█╡──º╜τ┤≤├░╧╒/05[1984]┤≤╨█╡──º╜τ┤≤├░╧╒.tc.ass,M05_1984_大雄的魔界大冒险/02_ZH_JP_AUDIO/M05.1984.zh-TW.jp-audio.Fansub.漫游字幕组.ass,M05.1984.zh-TW.jp-audio.Fansub.漫游字幕组.ass,.ass,122532,7dc671d4a5b7bc35f4c9a41e7888f5beebbddc3de593b9a9f50810e9db241bb7,7dc671d4a5b7bc35f4c9a41e7888f5beebbddc3de593b9a9f50810e9db241bb7,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1456,UTF-8-SIG,[1984]大雄的魔界大冒险,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
